Symbol,Name,Exchange,Sector,Industry
ISDR,Issuer Direct Corporation,AMEX,Miscellaneous,Publishing
ISF,ING Group N.V.,NASDAQ,Finance,Commercial Banks
ISG,ING Group N.V.,NASDAQ,Finance,Commercial Banks
ISIG,Insignia Systems Inc.,NYSE,Consumer Services,Advertising
ISIL,Intersil Corporation,NYSE,Technology,Semiconductors
ISLE,Isle of Capri Casinos Inc.,NYSE,Consumer Services,Hotels/Resorts
ISM,SLM Corporation,NYSE,Finance,Finance: Consumer Services
ISNS,Image Sensing Systems Inc.,NYSE,Capital Goods,Industrial Machinery/Components
ISP,ING Group N.V.,NASDAQ,Finance,Commercial Banks
ISR,IsoRay Inc.,AMEX,Health Care,Medical/Dental Instruments
ISRG,Intuitive Surgical Inc.,NYSE,Health Care,Industrial Specialties
ISRL,Isramco Inc.,NYSE,Energy,Oil & Gas Production
ISSC,Innovative Solutions and Support Inc.,NYSE,Technology,EDP Services
ISTR,Investar Holding Corporation,NYSE,Finance,Major Banks
IT,Gartner Inc.,NASDAQ,Consumer Services,Other Consumer Services
ITC,ITC Holdings Corp.,NASDAQ,Public Utilities,Electric Utilities: Central
ITCI,Intra-Cellular Therapies Inc.,NYSE,Health Care,Major Pharmaceuticals
ITEK,Inotek Pharmaceuticals Corporation,NYSE,Health Care,Major Pharmaceuticals
ITG,Investment Technology Group Inc.,NASDAQ,Finance,Investment Bankers/Brokers/Service
ITI,Iteris Inc.,NYSE,Consumer Durables,Telecommunications Equipment
ITIC,Investors Title Company,NYSE,Finance,Specialty Insurers
ITRI,Itron Inc.,NYSE,Capital Goods,Electrical Products
ITRN,Ituran Location and Control Ltd.,NYSE,Consumer Non-Durables,Electronic Components
ITT,ITT Corporation,NASDAQ,Capital Goods,Fluid Controls
ITUB,Itau Unibanco Banco Holding SA,NASDAQ,Finance,Major Banks
ITUS,ITUS Corporation,NYSE,Miscellaneous,Multi-Sector Companies
ITW,Illinois Tool Works Inc.,NASDAQ,Technology,Industrial Machinery/Components
IVAC,Intevac Inc.,NYSE,Technology,Industrial Machinery/Components
IVC,Invacare Corporation,NASDAQ,Health Care,Industrial Specialties
IVR,INVESCO MORTGAGE CAPITAL INC,NASDAQ,Consumer Services,Real Estate Investment Trusts
IVTY,Invuity Inc.,NYSE,Health Care,Medical/Dental Instruments
IVZ,Invesco Plc,NASDAQ,Finance,Investment Managers
IX,Orix Corp Ads,NASDAQ,Finance,Diversified Financial Services
IXYS,IXYS Corporation,NYSE,Technology,Semiconductors
IZEA,IZEA Inc.,NYSE,Consumer Services,Advertising
JACK,Jack In The Box Inc.,NYSE,Consumer Services,Restaurants
JAGX,Jaguar Animal Health Inc.,NYSE,Health Care,Major Pharmaceuticals
JAKK,JAKKS Pacific Inc.,NYSE,Consumer Non-Durables,Recreational Products/Toys
JASN,Jason Industries Inc.,NYSE,Consumer Durables,Miscellaneous manufacturing industries
JASNW,Jason Industries Inc.,NYSE,Consumer Durables,Miscellaneous manufacturing industries
JASO,JA Solar Holdings Co. Ltd.,NYSE,Technology,Semiconductors
JAX,J. Alexander's Holdings Inc.,NASDAQ,Consumer Services,Restaurants
JAZZ,Jazz Pharmaceuticals plc,NYSE,Health Care,Major Pharmaceuticals
JBHT,J.B. Hunt Transport Services Inc.,NYSE,Transportation,Trucking Freight/Courier Services
JBK,Lehman ABS Corporation,NASDAQ,Finance,Finance: Consumer Services
JBL,Jabil Circuit Inc.,NASDAQ,Technology,Electrical Products
JBLU,JetBlue Airways Corporation,NYSE,Transportation,Air Freight/Delivery Services
JBN,Select Asset Inc.,NASDAQ,Finance,Finance: Consumer Services
JBR,Select Asset Inc.,NASDAQ,Finance,Finance: Consumer Services
JBSS,John B. Sanfilippo & Son Inc.,NYSE,Consumer Non-Durables,Specialty Foods
JBT,John Bean Technologies Corporation,NASDAQ,Technology,Industrial Machinery/Components
JCAP,Jernigan Capital Inc.,NASDAQ,Consumer Services,Real Estate Investment Trusts
JCI,Johnson Controls Inc.,NASDAQ,Consumer Durables,Industrial Specialties
JCOM,j2 Global Inc.,NYSE,Technology,Telecommunications Equipment
JCP,J.C. Penney Company Inc. Holding Company,NASDAQ,Consumer Services,Department/Specialty Retail Stores
JCS,Communications Systems Inc.,NYSE,Public Utilities,Telecommunications Equipment
JCTCF,Jewett-Cameron Trading Company,NYSE,Consumer Services,RETAIL: Building Materials
JD,JD.com Inc.,NYSE,Consumer Services,Other Specialty Stores
JE,Just Energy Group Inc.,NASDAQ,Public Utilities,Oil/Gas Transmission
JEC,Jacobs Engineering Group Inc.,NASDAQ,Basic Industries,Military/Government/Technical
JGW,J.G. Wentworth Company (The),NASDAQ,Finance,Finance: Consumer Services
JHX,James Hardie Industries plc.,NASDAQ,Capital Goods,Building Materials
JIVE,Jive Software Inc.,NYSE,Technology,EDP Services
JJSF,J & J Snack Foods Corp.,NYSE,Consumer Non-Durables,Specialty Foods
JKHY,Jack Henry & Associates Inc.,NYSE,Technology,EDP Services
JKS,JinkoSolar Holding Company Limited,NASDAQ,Technology,Semiconductors
JLL,Jones Lang LaSalle Incorporated,NASDAQ,Finance,Real Estate
JMBA,Jamba Inc.,NYSE,Consumer Services,Restaurants
JMEI,Jumei International Holding Limited,NASDAQ,Consumer Services,Other Specialty Stores
JMP,JMP Group LLC,NASDAQ,Finance,Investment Bankers/Brokers/Service
JMPB,JMP Group LLC,NASDAQ,Finance,Investment Bankers/Brokers/Service
JMPC,JMP Group LLC,NASDAQ,Finance,Investment Bankers/Brokers/Service
JNJ,Johnson & Johnson,NASDAQ,Health Care,Major Pharmaceuticals
JNP,Juniper Pharmaceuticals Inc.,NYSE,Health Care,Major Pharmaceuticals
JNPR,Juniper Networks Inc.,NASDAQ,Technology,Computer Communications Equipment
JNS,Janus Capital Group Inc,NASDAQ,Finance,Investment Managers
JOB,General Employment Enterprises Inc.,AMEX,Technology,Diversified Commercial Services
JOBS,51job Inc.,NYSE,Technology,Diversified Commercial Services
JOE,St. Joe Company (The),NASDAQ,Consumer Services,Homebuilding
JONE,Jones Energy Inc.,NASDAQ,Energy,Oil & Gas Production
JOUT,Johnson Outdoors Inc.,NYSE,Consumer Non-Durables,Recreational Products/Toys
JOY,Joy Global Inc.,NASDAQ,Energy,Industrial Machinery/Components
JP,Jupai Holdings Limited,NASDAQ,Consumer Services,Other Consumer Services
JPEP,JP Energy Partners LP,NASDAQ,Energy,Oil Refining/Marketing
JPM,J P Morgan Chase & Co,NASDAQ,Finance,Major Banks
JRJC,China Finance Online Co. Limited,NYSE,Finance,Investment Bankers/Brokers/Service
JRJR,JRjr33 Inc.,AMEX,Consumer Services,Other Consumer Services
JRVR,James River Group Holdings Ltd.,NYSE,Finance,Property-Casualty Insurers
JSM,SLM Corporation,NYSE,Finance,Finance: Consumer Services
JSYNU,Jensyn Acquistion Corp.,NYSE,Finance,Business Services
JTPY,JetPay Corporation,NYSE,Finance,Business Services
JUNO,Juno Therapeutics Inc.,NYSE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
JVA,Coffee Holding Co. Inc.,NYSE,Consumer Non-Durables,Food Distributors
JWN,Nordstrom Inc.,NASDAQ,Consumer Services,Clothing/Shoe/Accessory Stores
JXSB,Jacksonville Bancorp Inc.,NYSE,Finance,Savings Institutions
JYNT,The Joint Corp.,NYSE,Miscellaneous,Multi-Sector Companies
K,Kellogg Company,NASDAQ,Consumer Non-Durables,Packaged Foods
KAI,Kadant Inc,NASDAQ,Technology,Industrial Machinery/Components
KALU,Kaiser Aluminum Corporation,NYSE,Capital Goods,Metal Fabrications
KAMN,Kaman Corporation,NASDAQ,Consumer Durables,Industrial Specialties
KANG,iKang Healthcare Group Inc.,NYSE,Health Care,Medical/Nursing Services
KAR,KAR Auction Services Inc,NASDAQ,Consumer Durables,Automotive Aftermarket
KATE,Kate Spade & Company,NASDAQ,Consumer Non-Durables,Apparel
KB,KB Financial Group Inc,NASDAQ,Finance,Commercial Banks
KBAL,Kimball International Inc.,NYSE,Consumer Durables,Home Furnishings
KBH,KB Home,NASDAQ,Capital Goods,Homebuilding
KBR,KBR Inc.,NASDAQ,Basic Industries,Military/Government/Technical
KBSF,KBS Fashion Group Limited,NYSE,Consumer Non-Durables,Apparel
KCC,Lehman ABS Corporation,NASDAQ,Finance,Finance: Consumer Services
KCG,KCG Holdings Inc.,NASDAQ,Finance,Investment Bankers/Brokers/Service
KE,Kimball Electronics Inc.,NYSE,Technology,Electrical Products
KEG,Key Energy Services Inc.,NASDAQ,Energy,Oilfield Services/Equipment
KELYA,Kelly Services Inc.,NYSE,Technology,Professional Services
KELYB,Kelly Services Inc.,NYSE,Technology,Professional Services
KEM,Kemet Corporation,NASDAQ,Capital Goods,Electrical Products
KEN,Kenon Holdings Ltd.,NASDAQ,Consumer Services,Marine Transportation
KEP,Korea Electric Power Corporation,NASDAQ,Public Utilities,Electric Utilities: Central
KEQU,Kewaunee Scientific Corporation,NYSE,Capital Goods,Medical Specialities
KERX,Keryx Biopharmaceuticals Inc.,NYSE,Health Care,Major Pharmaceuticals
KEX,Kirby Corporation,NASDAQ,Consumer Services,Marine Transportation
KEY,KeyCorp,NASDAQ,Finance,Major Banks
KEYS,Keysight Technologies Inc.,NASDAQ,Capital Goods,Industrial Machinery/Components
KEYW,The KEYW Holding Corporation,NYSE,Technology,EDP Services
KFFB,Kentucky First Federal Bancorp,NYSE,Finance,Savings Institutions
KFH,KKR Financial Holdings LLC,NASDAQ,Finance,Finance: Consumer Services
KFI,KKR Financial Holdings LLC,NASDAQ,Finance,Finance: Consumer Services
KFRC,Kforce Inc.,NYSE,Technology,Professional Services
KFS,Kingsway Financial Services Inc.,NASDAQ,Finance,Property-Casualty Insurers
KFY,Korn/Ferry International,NASDAQ,Technology,Diversified Commercial Services
KGC,Kinross Gold Corporation,NASDAQ,Basic Industries,Precious Metals
KGJI,Kingold Jewelry Inc.,NYSE,Miscellaneous,Business Services
KHC,The Kraft Heinz Company,NYSE,Consumer Non-Durables,Packaged Foods
KIM,Kimco Realty Corporation,NASDAQ,Consumer Services,Real Estate Investment Trusts
KIN,Kindred Biosciences Inc.,NYSE,Health Care,Major Pharmaceuticals
KINS,Kingstone Companies Inc,NYSE,Finance,Property-Casualty Insurers
KIQ,Kelso Technologies Inc,AMEX,Capital Goods,Railroads
KIRK,Kirkland's Inc.,NYSE,Consumer Services,Other Specialty Stores
KITE,Kite Pharma Inc.,NYSE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
KKD,Krispy Kreme Doughnuts Inc.,NASDAQ,Consumer Non-Durables,Food Chains
KKR,KKR & Co. L.P.,NASDAQ,Finance,Investment Managers
KLAC,KLA-Tencor Corporation,NYSE,Capital Goods,Electronic Components
KLDX,Klondex Mines Ltd.,AMEX,Basic Industries,Precious Metals
KLIC,Kulicke and Soffa Industries Inc.,NYSE,Technology,Semiconductors
KLRE,KLR Energy Acquisition Corp.,NYSE,Finance,Business Services
KLREU,KLR Energy Acquisition Corp.,NYSE,Finance,Business Services
KLREW,KLR Energy Acquisition Corp.,NYSE,Finance,Business Services
KLXI,KLX Inc.,NYSE,Capital Goods,Aerospace
KMB,Kimberly-Clark Corporation,NASDAQ,Consumer Durables,Containers/Packaging
KMDA,Kamada Ltd.,NYSE,Health Care,Major Pharmaceuticals
KMG,KMG Chemicals Inc.,NASDAQ,Basic Industries,Major Chemicals
KMI,Kinder Morgan Inc.,NASDAQ,Public Utilities,Natural Gas Distribution
KMPA,Kemper Corporation,NASDAQ,Finance,Property-Casualty Insurers
KMPH,KemPharm Inc.,NYSE,Health Care,Major Pharmaceuticals
KMPR,Kemper Corporation,NASDAQ,Finance,Property-Casualty Insurers
KMT,Kennametal Inc.,NASDAQ,Capital Goods,Industrial Machinery/Components
KMX,CarMax Inc,NASDAQ,Consumer Durables,Automotive Aftermarket
KN,Knowles Corporation,NASDAQ,Consumer Non-Durables,Consumer Electronics/Appliances
KND,Kindred Healthcare Inc.,NASDAQ,Health Care,Hospital/Nursing Management
KNDI,Kandi Technologies Group Inc.,NYSE,Capital Goods,Auto Manufacturing
KNL,Knoll Inc.,NASDAQ,Consumer Durables,Office Equipment/Supplies/Services
KNOP,KNOT Offshore Partners LP,NASDAQ,Consumer Services,Marine Transportation
KNX,Knight Transportation Inc.,NASDAQ,Transportation,Trucking Freight/Courier Services
KO,Coca-Cola Company (The),NASDAQ,Consumer Non-Durables,Beverages (Production/Distribution)
KODK,Eastman Kodak Company,NASDAQ,Miscellaneous,Industrial Machinery/Components
KOF,Coca Cola Femsa S.A.B. de C.V.,NASDAQ,Consumer Non-Durables,Beverages (Production/Distribution)
KONA,Kona Grill Inc.,NYSE,Consumer Services,Restaurants
KONE,Kingtone Wirelessinfo Solution Holding Ltd,NYSE,Technology,EDP Services
KOOL,Cesca Therapeutics Inc.,NYSE,Capital Goods,Medical Specialities
KOP,Koppers Holdings Inc.,NASDAQ,Basic Industries,Forest Products
KOPN,Kopin Corporation,NYSE,Technology,Semiconductors
KORS,Michael Kors Holdings Limited,NASDAQ,Consumer Non-Durables,Apparel
KOS,Kosmos Energy Ltd.,NASDAQ,Energy,Oil & Gas Production
KOSS,Koss Corporation,NYSE,Consumer Non-Durables,Consumer Electronics/Appliances
KPTI,Karyopharm Therapeutics Inc.,NYSE,Health Care,Major Pharmaceuticals
KR,Kroger Company (The),NASDAQ,Consumer Services,Food Chains
KRA,Kraton Performance Polymers Inc,NASDAQ,Basic Industries,Major Chemicals
KRC,Kilroy Realty Corporation,NASDAQ,Consumer Services,Real Estate Investment Trusts
KRG,Kite Realty Group Trust,NASDAQ,Consumer Services,Real Estate Investment Trusts
KRNT,Kornit Digital Ltd.,NYSE,Capital Goods,Industrial Machinery/Components
KRNY,Kearny Financial,NYSE,Finance,Savings Institutions
KRO,Kronos Worldwide Inc,NASDAQ,Basic Industries,Major Chemicals
KS,KapStone Paper and Packaging Corporation,NASDAQ,Basic Industries,Paper
KSS,Kohl's Corporation,NASDAQ,Consumer Services,Department/Specialty Retail Stores
KSU,Kansas City Southern,NASDAQ,Transportation,Railroads
KT,KT Corporation,NASDAQ,Public Utilities,Telecommunications Equipment
KTCC,Key Tronic Corporation,NYSE,Technology,Computer peripheral equipment
KTEC,Key Technology Inc.,NYSE,Technology,Industrial Machinery/Components
KTH,Lehman ABS Corporation,NASDAQ,Finance,Finance: Consumer Services
KTN,Lehman ABS Corporation,NASDAQ,Finance,Finance: Consumer Services
KTOS,Kratos Defense & Security Solutions Inc.,NYSE,Capital Goods,Military/Government/Technical
KTOV,Kitov Pharamceuticals Holdings Ltd.,NYSE,Health Care,Major Pharmaceuticals
KTOVW,Kitov Pharamceuticals Holdings Ltd.,NYSE,Health Care,Major Pharmaceuticals
KTP,Lehman ABS Corporation,NASDAQ,Finance,Finance: Consumer Services
KTWO,K2M Group Holdings Inc.,NYSE,Health Care,Medical/Dental Instruments
KURA,Kura Oncology Inc.,NYSE,Health Care,Major Pharmaceuticals
KUTV,Ku6 Media Co. Ltd.,NYSE,Consumer Services,Telecommunications Equipment
KVHI,KVH Industries Inc.,NYSE,Technology,Radio And Television Broadcasting And Communications Equipment
KW,Kennedy-Wilson Holdings Inc.,NASDAQ,Finance,Real Estate
KWN,Kennedy-Wilson Holdings Inc.,NASDAQ,Finance,Real Estate
KWR,Quaker Chemical Corporation,NASDAQ,Basic Industries,Major Chemicals
KYO,Kyocera Corporation,NASDAQ,Technology,Semiconductors
KZ,KongZhong Corporation,NYSE,Technology,Telecommunications Equipment
L,Loews Corporation,NASDAQ,Finance,Property-Casualty Insurers
LABL,Multi-Color Corporation,NYSE,Miscellaneous,Publishing
LAD,Lithia Motors Inc.,NASDAQ,Consumer Durables,Automotive Aftermarket
LADR,Ladder Capital Corp,NASDAQ,Finance,Real Estate
LAKE,Lakeland Industries Inc.,NYSE,Health Care,Industrial Specialties
LAMR,Lamar Advertising Company,NYSE,Consumer Services,Real Estate Investment Trusts
LANC,Lancaster Colony Corporation,NYSE,Consumer Non-Durables,Packaged Foods
LAND,Gladstone Land Corporation,NYSE,Consumer Services,Real Estate Investment Trusts
LARK,Landmark Bancorp Inc.,NYSE,Finance,Major Banks
LAWS,Lawson Products Inc.,NYSE,Consumer Durables,Industrial Specialties
LAYN,Layne Christensen Company,NYSE,Basic Industries,Engineering & Construction
LAZ,Lazard Ltd.,NASDAQ,Finance,Investment Managers
LB,L Brands Inc.,NASDAQ,Consumer Services,Clothing/Shoe/Accessory Stores
LBAI,Lakeland Bancorp Inc.,NYSE,Finance,Major Banks
LBIO,Lion Biotechnologies Inc.,NYSE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LBIX,Leading Brands Inc,NYSE,Consumer Non-Durables,Beverages (Production/Distribution)
LBRDA,Liberty Broadband Corporation,NYSE,Consumer Services,Television Services
LBRDK,Liberty Broadband Corporation,NYSE,Consumer Services,Television Services
LBTYA,Liberty Global plc,NYSE,Consumer Services,Television Services
LBTYB,Liberty Global plc,NYSE,Consumer Services,Television Services
LBTYK,Liberty Global plc,NYSE,Consumer Services,Television Services
LBY,Libbey Inc.,AMEX,Capital Goods,Industrial Machinery/Components
LC,LendingClub Corporation,NASDAQ,Miscellaneous,Business Services
LCI,Lannett Co Inc,NASDAQ,Health Care,Major Pharmaceuticals
LCNB,LCNB Corporation,NYSE,Finance,Major Banks
LCUT,Lifetime Brands Inc.,NYSE,Capital Goods,Industrial Machinery/Components
LDL,Lydall Inc.,NASDAQ,Capital Goods,Auto Parts:O.E.M.
LDOS,Leidos Holdings Inc.,NASDAQ,Technology,EDP Services
LDR,Landauer Inc.,NASDAQ,Capital Goods,Industrial Machinery/Components
LDRH,LDR Holding Corporation,NYSE,Health Care,Medical/Dental Instruments
LE,Lands' End Inc.,NYSE,Consumer Services,Clothing/Shoe/Accessory Stores
LEA,Lear Corporation,NASDAQ,Capital Goods,Auto Parts:O.E.M.
LECO,Lincoln Electric Holdings Inc.,NYSE,Technology,Industrial Machinery/Components
LEDS,SemiLEDS Corporation,NYSE,Technology,Semiconductors
LEE,Lee Enterprises Incorporated,NASDAQ,Consumer Services,Newspapers/Magazines
LEG,Leggett & Platt Incorporated,NASDAQ,Consumer Durables,Home Furnishings
LEI,Lucas Energy Inc.,AMEX,Energy,Oil & Gas Production
LEJU,Leju Holdings Limited,NASDAQ,Finance,Real Estate
LEN,Lennar Corporation,NASDAQ,Basic Industries,Homebuilding
LENS,Presbia PLC,NYSE,Health Care,Medical/Dental Instruments
LEU,Centrus Energy Corp.,AMEX,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
LFC,China Life Insurance Company Limited,NASDAQ,Finance,Life Insurance
LFL,LATAM Airlines Group S.A.,NASDAQ,Transportation,Air Freight/Delivery Services
LFUS,Littelfuse Inc.,NYSE,Consumer Durables,Electrical Products
LFVN,Lifevantage Corporation,NYSE,Health Care,Major Pharmaceuticals
LG,Laclede Group Inc.,NYSE,Public Utilities,Oil/Gas Transmission
LGCY,Legacy Reserves LP,NYSE,Energy,Oil & Gas Production
LGCYO,Legacy Reserves LP,NYSE,Energy,Oil & Gas Production
LGCYP,Legacy Reserves LP,NYSE,Energy,Oil & Gas Production
LGF,Lions Gate Entertainment Corporation,NASDAQ,Consumer Services,Movies/Entertainment
LGIH,LGI Homes Inc.,NYSE,Capital Goods,Homebuilding
LGL,LGL Group Inc. (The),AMEX,Capital Goods,Industrial Machinery/Components
LGND,Ligand Pharmaceuticals Incorporated,NYSE,Health Care,Major Pharmaceuticals
LH,Laboratory Corporation of America Holdings,NASDAQ,Health Care,Medical Specialities
LHCG,LHC Group,NYSE,Health Care,Medical/Nursing Services
LHO,LaSalle Hotel Properties,NASDAQ,Consumer Services,Real Estate Investment Trusts
LIFE,aTyr Pharma Inc.,NYSE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LII,Lennox International Inc.,NASDAQ,Capital Goods,Industrial Machinery/Components
LILA,Liberty Global plc,NYSE,Consumer Services,Television Services
LILAK,Liberty Global plc,NYSE,Consumer Services,Television Services
LIME,Lime Energy Co.,NYSE,Basic Industries,Engineering & Construction
LINC,Lincoln Educational Services Corporation,NYSE,Consumer Services,Other Consumer Services
LIND,Lindblad Expeditions Holdings Inc.,NYSE,Consumer Services,Transportation Services
LINDW,Lindblad Expeditions Holdings Inc.,NYSE,Consumer Services,Transportation Services
LINE,Linn Energy LLC,NYSE,Energy,Oil & Gas Production
LINK,Interlink Electronics Inc.,NYSE,Technology,Computer peripheral equipment
LION,Fidelity Southern Corporation,NYSE,Finance,Major Banks
LIOX,Lionbridge Technologies Inc.,NYSE,Miscellaneous,Business Services
LIQT,LiqTech International Inc.,AMEX,Technology,Industrial Machinery/Components
LITB,LightInTheBox Holding Co. Ltd.,NASDAQ,Consumer Services,Catalog/Specialty Distribution
LITE,Lumentum Holdings Inc.,NYSE,Consumer Durables,Telecommunications Equipment
LIVE,Live Ventures Incorporated,NYSE,Technology,EDP Services
LIVN,LivaNova PLC,NYSE,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
LJPC,La Jolla Pharmaceutical Company,NYSE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LKFN,Lakeland Financial Corporation,NYSE,Finance,Major Banks
LKQ,LKQ Corporation,NYSE,Consumer Services,Motor Vehicles
LL,Lumber Liquidators Holdings Inc,NASDAQ,Consumer Services,RETAIL: Building Materials
LLEX,Lilis Energy Inc.,NYSE,Energy,Oil & Gas Production
LLL,L-3 Communications Holdings Inc.,NASDAQ,Technology,Radio And Television Broadcasting And Communications Equipment
LLNW,Limelight Networks Inc.,NYSE,Miscellaneous,Business Services
LLTC,Linear Technology Corporation,NYSE,Technology,Semiconductors
LLY,Eli Lilly and Company,NASDAQ,Health Care,Major Pharmaceuticals
LM,Legg Mason Inc.,NASDAQ,Finance,Investment Managers
LMAT,LeMaitre Vascular Inc.,NYSE,Health Care,Medical/Dental Instruments
LMCA,Liberty Media Corporation,NYSE,Consumer Services,Broadcasting
LMCK,Liberty Media Corporation,NYSE,Consumer Services,Broadcasting
LMFA,LM Funding America Inc.,NYSE,Finance,Finance: Consumer Services
LMFAW,LM Funding America Inc.,NYSE,Finance,Finance: Consumer Services
LMIA,LMI Aerospace Inc.,NYSE,Capital Goods,Military/Government/Technical
LMNR,Limoneira Co,NYSE,Consumer Non-Durables,Farming/Seeds/Milling
LMNX,Luminex Corporation,NYSE,Health Care,Medical/Dental Instruments
LMOS,Lumos Networks Corp.,NYSE,Public Utilities,Telecommunications Equipment
LMRK,Landmark Infrastructure Partners LP,NYSE,Consumer Services,Real Estate
LMT,Lockheed Martin Corporation,NASDAQ,Capital Goods,Military/Government/Technical
LNC,Lincoln National Corporation,NASDAQ,Finance,Life Insurance
LNCE,Snyder's-Lance Inc.,NYSE,Consumer Non-Durables,Specialty Foods
LNCO,Linn Co LLC,NYSE,Energy,Oil & Gas Production
LNDC,Landec Corporation,NYSE,Basic Industries,Major Chemicals
LNG,Cheniere Energy Inc.,AMEX,Public Utilities,Oil/Gas Transmission
LNKD,LinkedIn Corporation,NASDAQ,Technology,Computer Software: Programming Data Processing
LNN,Lindsay Corporation,NASDAQ,Capital Goods,Industrial Machinery/Components
LNT,Alliant Energy Corporation,NASDAQ,Public Utilities,Power Generation
LNTH,Lantheus Holdings Inc.,NYSE,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
LOAN,Manhattan Bridge Capital Inc,NYSE,Consumer Services,Real Estate Investment Trusts
LOB,Live Oak Bancshares Inc.,NYSE,Finance,Major Banks
LOCK,LifeLock Inc.,NASDAQ,Technology,EDP Services
LOCO,El Pollo Loco Holdings Inc.,NYSE,Consumer Services,Restaurants
LODE,Comstock Mining Inc.,AMEX,Basic Industries,Precious Metals
LOGI,Logitech International S.A.,NYSE,Technology,Computer peripheral equipment
LOGM,LogMein Inc.,NYSE,Technology,Computer Software: Prepackaged Software
LONG,eLong Inc.,NYSE,Consumer Services,Transportation Services
LOPE,Grand Canyon Education Inc.,NYSE,Consumer Services,Other Consumer Services
LORL,Loral Space and Communications Inc.,NYSE,Technology,Radio And Television Broadcasting And Communications Equipment
LOV,Spark Networks Inc.,AMEX,Miscellaneous,Business Services
LOW,Lowe's Companies Inc.,NASDAQ,Consumer Services,RETAIL: Building Materials
LOXO,Loxo Oncology Inc.,NYSE,Health Care,Major Pharmaceuticals
LPCN,Lipocine Inc.,NYSE,Health Care,Major Pharmaceuticals
LPG,Dorian LPG Ltd.,NASDAQ,Transportation,Marine Transportation
LPI,Laredo Petroleum Inc.,NASDAQ,Energy,Oil & Gas Production
LPL,LG Display Co. Ltd.,NASDAQ,Capital Goods,Industrial Machinery/Components
LPLA,LPL Financial Holdings Inc.,NYSE,Finance,Investment Bankers/Brokers/Service
LPNT,LifePoint Health Inc.,NYSE,Health Care,Hospital/Nursing Management
LPSB,LaPorte Bancorp Inc.,NYSE,Finance,Banks
LPSN,LivePerson Inc.,NYSE,Technology,Computer Software: Prepackaged Software
LPT,Liberty Property Trust,NASDAQ,Consumer Services,Real Estate Investment Trusts
LPTH,LightPath Technologies Inc.,NYSE,Technology,Semiconductors
LPTN,Lpath Inc.,NYSE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
LPX,Louisiana-Pacific Corporation,NASDAQ,Basic Industries,Forest Products
LQ,La Quinta Holdings Inc.,NASDAQ,Consumer Services,Hotels/Resorts
LQDT,Liquidity Services Inc.,NYSE,Miscellaneous,Business Services
LRAD,LRAD Corporation,NYSE,Consumer Non-Durables,Consumer Electronics/Appliances
LRCX,Lam Research Corporation,NYSE,Technology,Industrial Machinery/Components
LRN,K12 Inc,NASDAQ,Consumer Services,Other Consumer Services
LSBG,Lake Sunapee Bank Group,NYSE,Finance,Savings Institutions
LSBK,Lake Shore Bancorp Inc.,NYSE,Finance,Savings Institutions
LSCC,Lattice Semiconductor Corporation,NYSE,Technology,Semiconductors
LSTR,Landstar System Inc.,NYSE,Transportation,Trucking Freight/Courier Services
LSXMA,Liberty Media Corporation,NYSE,Consumer Services,Broadcasting
LSXMB,Liberty Media Corporation,NYSE,Consumer Services,Broadcasting
LSXMK,Liberty Media Corporation,NYSE,Consumer Services,Broadcasting
LTBR,Lightbridge Corporation,NYSE,Consumer Services,Professional Services
LTC,LTC Properties Inc.,NASDAQ,Consumer Services,Real Estate Investment Trusts
LTRPA,Liberty TripAdvisor Holdings Inc.,NYSE,Technology,EDP Services
LTRPB,Liberty TripAdvisor Holdings Inc.,NYSE,Technology,EDP Services
LTRX,Lantronix Inc.,NYSE,Technology,Computer Communications Equipment
LTS,Ladenburg Thalmann Financial Services Inc,AMEX,Finance,Investment Bankers/Brokers/Service
LTXB,LegacyTexas Financial Group Inc.,NYSE,Finance,Savings Institutions
LUB,Luby's Inc.,NASDAQ,Consumer Services,Restaurants
LUK,Leucadia National Corporation,NASDAQ,Consumer Non-Durables,Meat/Poultry/Fish
LULU,lululemon athletica inc.,NYSE,Consumer Non-Durables,Apparel
LUNA,Luna Innovations Incorporated,NYSE,Health Care,Biotechnology: Commercial Physical & Biological Resarch
LUV,Southwest Airlines Company,NASDAQ,Transportation,Air Freight/Delivery Services
LUX,Luxottica Group S.p.A.,NASDAQ,Health Care,Ophthalmic Goods
LVLT,Level 3 Communications Inc.,NASDAQ,Public Utilities,Telecommunications Equipment
LVNTA,Liberty Interactive Corporation,NYSE,Consumer Services,Catalog/Specialty Distribution
LVNTB,Liberty Interactive Corporation,NYSE,Consumer Services,Catalog/Specialty Distribution
LVS,Las Vegas Sands Corp.,NASDAQ,Consumer Services,Hotels/Resorts
LWAY,Lifeway Foods Inc.,NYSE,Consumer Non-Durables,Packaged Foods
LXFR,Luxfer Holdings PLC,NASDAQ,Basic Industries,Major Chemicals
