Symbol,Name,Exchange,Sector,Industry
SPNE,SeaSpine Holdings Corporation,NYSE,Health Care,Medical/Dental Instruments
SPNS,Sapiens International Corporation N.V.,NYSE,Technology,Computer Software: Prepackaged Software
SPOK,Spok Holdings Inc.,NYSE,Public Utilities,Telecommunications Equipment
SPP,Sanchez Production Partners LP,AMEX,Energy,Oil & Gas Production
SPPI,Spectrum Pharmaceuticals Inc.,NYSE,Health Care,Major Pharmaceuticals
SPR,Spirit Aerosystems Holdings Inc.,NASDAQ,Capital Goods,Military/Government/Technical
SPRT,support.com Inc.,NYSE,Technology,EDP Services
SPSC,SPS Commerce Inc.,NYSE,Technology,Computer Software: Prepackaged Software
SPTN,SpartanNash Company,NYSE,Consumer Non-Durables,Food Distributors
SPU,SkyPeople Fruit Juice Inc.,NYSE,Consumer Non-Durables,Packaged Foods
SPWH,Sportsman's Warehouse Holdings Inc.,NYSE,Consumer Services,Other Specialty Stores
SPWR,SunPower Corporation,NYSE,Technology,Semiconductors
SPXC,SPX Corporation,NASDAQ,Technology,Industrial Machinery/Components
SQ,Square Inc.,NASDAQ,Technology,Computer Software: Prepackaged Software
SQBG,Sequential Brands Group Inc.,NYSE,Consumer Non-Durables,Apparel
SQI,SciQuest Inc.,NYSE,Technology,Computer Software: Prepackaged Software
SQM,Sociedad Quimica y Minera S.A.,NASDAQ,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SQNM,Sequenom Inc.,NYSE,Capital Goods,Industrial Machinery/Components
SQNS,Sequans Communications S.A.,NASDAQ,Technology,Semiconductors
SRAQ,Silver Run Acquisition Corporation,NYSE,Finance,Business Services
SRAQU,Silver Run Acquisition Corporation,NYSE,Finance,Business Services
SRAQW,Silver Run Acquisition Corporation,NYSE,Finance,Business Services
SRC,Spirit Realty Capital Inc.,NASDAQ,Consumer Services,Building operators
SRCE,1st Source Corporation,NYSE,Finance,Major Banks
SRCL,Stericycle Inc.,NYSE,Basic Industries,Environmental Services
SRCLP,Stericycle Inc.,NYSE,Basic Industries,Environmental Services
SRDX,SurModics Inc.,NYSE,Health Care,Medical/Dental Instruments
SRE,Sempra Energy,NASDAQ,Public Utilities,Natural Gas Distribution
SREV,ServiceSource International Inc.,NYSE,Miscellaneous,Business Services
SRG,Seritage Growth Properties,NASDAQ,Finance,Real Estate
SRI,Stoneridge Inc.,NASDAQ,Capital Goods,Auto Parts:O.E.M.
SRLP,Sprague Resources LP,NASDAQ,Energy,Oil Refining/Marketing
SRNE,Sorrento Therapeutics Inc.,NYSE,Health Care,Biotechnology: Commercial Physical & Biological Resarch
SRPT,Sarepta Therapeutics Inc.,NYSE,Health Care,Major Pharmaceuticals
SRSC,Sears Canada Inc.,NYSE,Consumer Services,Department/Specialty Retail Stores
SRT,StarTek Inc.,NASDAQ,Technology,Professional Services
SSB,South State Corporation,NYSE,Finance,Major Banks
SSD,Simpson Manufacturing Company Inc.,NASDAQ,Capital Goods,Industrial Machinery/Components
SSE,Seventy Seven Energy Inc.,NASDAQ,Energy,Oilfield Services/Equipment
SSFN,Stewardship Financial Corp,NYSE,Finance,Major Banks
SSH,Sunshine Heart Inc,NYSE,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
SSI,Stage Stores Inc.,NASDAQ,Consumer Services,Clothing/Shoe/Accessory Stores
SSKN,Strata Skin Sciences Inc.,NYSE,Health Care,Medical/Dental Instruments
SSL,Sasol Ltd.,NASDAQ,Energy,Oil & Gas Production
SSN,Samson Oil & Gas Limited,AMEX,Energy,Oil & Gas Production
SSNC,SS&C Technologies Holdings Inc.,NYSE,Technology,Computer Software: Prepackaged Software
SSNI,Silver Spring Networks Inc.,NASDAQ,Technology,Computer Communications Equipment
SSP,E.W. Scripps Company (The),NASDAQ,Consumer Services,Broadcasting
SSRG,Symmetry Surgical Inc.,NYSE,Health Care,Industrial Specialties
SSRI,Silver Standard Resources Inc.,NYSE,Basic Industries,Precious Metals
SSS,Sovran Self Storage Inc.,NASDAQ,Consumer Services,Real Estate Investment Trusts
SSTK,Shutterstock Inc.,NASDAQ,Technology,EDP Services
SSW,Seaspan Corporation,NASDAQ,Transportation,Marine Transportation
SSWN,Seaspan Corporation,NASDAQ,Transportation,Marine Transportation
SSY,SunLink Health Systems Inc.,AMEX,Health Care,Hospital/Nursing Management
SSYS,Stratasys Ltd.,NYSE,Technology,Computer peripheral equipment
ST,Sensata Technologies Holding N.V.,NASDAQ,Capital Goods,Industrial Machinery/Components
STAA,STAAR Surgical Company,NYSE,Health Care,Ophthalmic Goods
STAF,Staffing 360 Solutions Inc.,NYSE,Technology,Professional Services
STAG,Stag Industrial Inc.,NASDAQ,Consumer Services,Real Estate Investment Trusts
STAY,Extended Stay America Inc.,NASDAQ,Consumer Services,Hotels/Resorts
STB,Student Transportation Inc,NYSE,Transportation,Other Transportation
STBA,S&T Bancorp Inc.,NYSE,Finance,Major Banks
STBZ,State Bank Financial Corporation.,NYSE,Finance,Major Banks
STC,Stewart Information Services Corporation,NASDAQ,Finance,Specialty Insurers
STCK,BMC Stock Holdings Inc.,NYSE,Consumer Services,RETAIL: Building Materials
STDY,SteadyMed Ltd.,NYSE,Health Care,Major Pharmaceuticals
STE,STERIS plc,NASDAQ,Health Care,Industrial Specialties
STEM,StemCells Inc.,NYSE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
STFC,State Auto Financial Corporation,NYSE,Finance,Property-Casualty Insurers
STI,SunTrust Banks Inc.,NASDAQ,Finance,Major Banks
STJ,St. Jude Medical Inc.,NASDAQ,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
STKL,SunOpta Inc.,NYSE,Consumer Services,Farming/Seeds/Milling
STKS,The ONE Group Hospitality Inc.,NYSE,Consumer Services,Restaurants
STL,Sterling Bancorp,NASDAQ,Finance,Major Banks
STLD,Steel Dynamics Inc.,NYSE,Basic Industries,Steel/Iron Ore
STLY,Stanley Furniture Company Inc.,NYSE,Consumer Durables,Home Furnishings
STM,STMicroelectronics N.V.,NASDAQ,Technology,Semiconductors
STML,Stemline Therapeutics Inc.,NYSE,Health Care,Major Pharmaceuticals
STMP,Stamps.com Inc.,NYSE,Miscellaneous,Business Services
STN,Stantec Inc,NASDAQ,Consumer Services,Military/Government/Technical
STNG,Scorpio Tankers Inc.,NASDAQ,Transportation,Marine Transportation
STO,Statoil ASA,NASDAQ,Energy,Integrated oil Companies
STON,StoneMor Partners L.P.,NASDAQ,Consumer Services,Other Consumer Services
STOR,STORE Capital Corporation,NASDAQ,Consumer Services,Real Estate Investment Trusts
STPP,region,NYSE,Finance,Commercial Banks
STR,Questar Corporation,NASDAQ,Public Utilities,Oil & Gas Production
STRA,Strayer Education Inc.,NYSE,Consumer Services,Other Consumer Services
STRL,Sterling Construction Company Inc,NYSE,Basic Industries,Military/Government/Technical
STRM,Streamline Health Solutions Inc.,NYSE,Technology,EDP Services
STRP,Straight Path Communications Inc.,AMEX,Public Utilities,Telecommunications Equipment
STRS,Stratus Properties Inc.,NYSE,Consumer Services,Homebuilding
STRT,Strattec Security Corporation,NYSE,Capital Goods,Auto Parts:O.E.M.
STRZA,Starz,NYSE,Consumer Services,Television Services
STRZB,Starz,NYSE,Consumer Services,Television Services
STS,Supreme Industries Inc.,AMEX,Capital Goods,Construction/Ag Equipment/Trucks
STT,State Street Corporation,NASDAQ,Finance,Major Banks
STV,China Digital TV Holding Co. Ltd.,NASDAQ,Technology,Computer Software: Prepackaged Software
STWD,STARWOOD PROPERTY TRUST INC.,NASDAQ,Consumer Services,Real Estate Investment Trusts
STX,Seagate Technology PLC,NYSE,Technology,Electronic Components
STXS,Stereotaxis Inc.,NYSE,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
STZ,Constellation Brands Inc,NASDAQ,Consumer Non-Durables,Beverages (Production/Distribution)
SU,Suncor Energy  Inc.,NASDAQ,Energy,Integrated oil Companies
SUI,Sun Communities Inc.,NASDAQ,Consumer Services,Real Estate Investment Trusts
SUM,Summit Materials Inc.,NASDAQ,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SUMR,Summer Infant Inc.,NYSE,Consumer Durables,Miscellaneous manufacturing industries
SUN,Sunoco LP,NASDAQ,Energy,Oil Refining/Marketing
SUNW,Sunworks Inc.,NYSE,Public Utilities,Telecommunications Equipment
SUP,Superior Industries International Inc.,NASDAQ,Capital Goods,Auto Parts:O.E.M.
SUPN,Supernus Pharmaceuticals Inc.,NYSE,Health Care,Major Pharmaceuticals
SVA,Sinovac Biotech Ltd.,NYSE,Health Care,Major Pharmaceuticals
SVBI,Severn Bancorp Inc,NYSE,Finance,Major Banks
SVT,Servotronics Inc.,AMEX,Capital Goods,Industrial Machinery/Components
SVU,SuperValu Inc.,NASDAQ,Consumer Services,Food Chains
SWC,Stillwater Mining Company,NASDAQ,Basic Industries,Precious Metals
SWFT,Swift Transportation Company,NASDAQ,Transportation,Trucking Freight/Courier Services
SWH,Stanley Black & Decker Inc.,NASDAQ,Capital Goods,Industrial Machinery/Components
SWHC,Smith & Wesson Holding Corporation,NYSE,Capital Goods,Ordnance And Accessories
SWIR,Sierra Wireless Inc.,NYSE,Technology,Radio And Television Broadcasting And Communications Equipment
SWJ,Stanley Black & Decker Inc.,NASDAQ,Capital Goods,Industrial Machinery/Components
SWK,Stanley Black & Decker Inc.,NASDAQ,Capital Goods,Industrial Machinery/Components
SWKS,Skyworks Solutions Inc.,NYSE,Technology,Semiconductors
SWM,Schweitzer-Mauduit International Inc.,NASDAQ,Basic Industries,Paper
SWN,Southwestern Energy Company,NASDAQ,Energy,Oil & Gas Production
SWNC,Southwestern Energy Company,NASDAQ,Energy,Oil & Gas Production
SWX,Southwest Gas Corporation,NASDAQ,Public Utilities,Oil & Gas Production
SXC,SunCoke Energy Inc.,NASDAQ,Basic Industries,Steel/Iron Ore
SXCP,SunCoke Energy Partners L.P.,NASDAQ,Basic Industries,Steel/Iron Ore
SXE,Southcross Energy Partners L.P.,NASDAQ,Public Utilities,Natural Gas Distribution
SXI,Standex International Corporation,NASDAQ,Technology,Industrial Machinery/Components
SXL,Sunoco Logistics Partners LP,NASDAQ,Energy,Natural Gas Distribution
SXT,Sensient Technologies Corporation,NASDAQ,Basic Industries,Major Chemicals
SYBT,Stock Yards Bancorp Inc.,NYSE,Finance,Major Banks
SYF,Synchrony Financial,NASDAQ,Finance,Finance: Consumer Services
SYK,Stryker Corporation,NASDAQ,Health Care,Medical/Dental Instruments
SYKE,Sykes Enterprises Incorporated,NYSE,Technology,EDP Services
SYMC,Symantec Corporation,NYSE,Technology,Computer Software: Prepackaged Software
SYMX,Synthesis Energy Systems Inc.,NYSE,Basic Industries,Major Chemicals
SYN,Synthetic Biologics Inc,AMEX,Health Care,Major Pharmaceuticals
SYNA,Synaptics Incorporated,NYSE,Technology,EDP Services
SYNC,Synacor Inc.,NYSE,Technology,Computer Software: Programming Data Processing
SYNL,Synalloy Corporation,NYSE,Basic Industries,Steel/Iron Ore
SYNT,Syntel Inc.,NYSE,Technology,EDP Services
SYPR,Sypris Solutions Inc.,NYSE,Capital Goods,Industrial Machinery/Components
SYRG,Synergy Resources Corporation,AMEX,Energy,Oil & Gas Production
SYRX,Sysorex Global,NYSE,Technology,EDP Services
SYT,Syngenta AG,NASDAQ,Basic Industries,Agricultural Chemicals
SYUT,Synutra International Inc.,NYSE,Consumer Non-Durables,Packaged Foods
SYX,Systemax Inc.,NASDAQ,Consumer Services,Catalog/Specialty Distribution
SYY,Sysco Corporation,NASDAQ,Consumer Non-Durables,Food Distributors
SZMK,Sizmek Inc.,NYSE,Consumer Services,Advertising
SZYM,Solazyme Inc.,NYSE,Basic Industries,Major Chemicals
T,AT&T Inc.,NASDAQ,Public Utilities,Telecommunications Equipment
TA,TravelCenters of America LLC,NASDAQ,Consumer Durables,Automotive Aftermarket
TAC,TransAlta Corporation,NASDAQ,Public Utilities,Electric Utilities: Central
TACO,Del Taco Restaurants Inc.,NYSE,Consumer Services,Restaurants
TACOW,Del Taco Restaurants Inc.,NYSE,Consumer Services,Restaurants
TACT,TransAct Technologies Incorporated,NYSE,Technology,Computer peripheral equipment
TAHO,Tahoe Resources Inc.,NASDAQ,Basic Industries,Precious Metals
TAIT,Taitron Components Incorporated,NYSE,Consumer Non-Durables,Electronic Components
TAL,TAL International Group Inc.,NASDAQ,Technology,Diversified Commercial Services
TANH,Tantech Holdings Ltd.,NYSE,Basic Industries,Major Chemicals
TANN,TravelCenters of America LLC,NASDAQ,Consumer Durables,Automotive Aftermarket
TANO,TravelCenters of America LLC,NASDAQ,Consumer Durables,Automotive Aftermarket
TANP,TravelCenters of America LLC,NASDAQ,Consumer Durables,Automotive Aftermarket
TAOM,Taomee Holdings Limited,NASDAQ,Miscellaneous,Business Services
TAP,Molson Coors Brewing  Company,NASDAQ,Consumer Non-Durables,Beverages (Production/Distribution)
TAPR,region,NYSE,Finance,Commercial Banks
TARO,Taro Pharmaceutical Industries Ltd.,NASDAQ,Health Care,Major Pharmaceuticals
TASR,TASER International Inc.,NYSE,Capital Goods,Ordnance And Accessories
TAST,Carrols Restaurant Group Inc.,NYSE,Consumer Services,Restaurants
TAT,Transatlantic Petroleum Ltd,AMEX,Energy,Oil & Gas Production
TATT,TAT Technologies Ltd.,NYSE,Capital Goods,Aerospace
TAX,Liberty Tax Inc.,NYSE,Miscellaneous,Multi-Sector Companies
TAXI,Medallion Financial Corp.,NYSE,Finance,Finance: Consumer Services
TAYD,Taylor Devices Inc.,NYSE,Capital Goods,Industrial Machinery/Components
TBBK,The Bancorp Inc.,NYSE,Finance,Major Banks
TBI,TrueBlue Inc.,NASDAQ,Technology,Professional Services
TBIO,Transgenomic Inc.,NYSE,Capital Goods,Biotechnology: Laboratory Analytical Instruments
TBK,Triumph Bancorp Inc.,NYSE,Finance,Major Banks
TBNK,Territorial Bancorp Inc.,NYSE,Finance,Savings Institutions
TBPH,Theravance Biopharma Inc.,NYSE,Health Care,Major Pharmaceuticals
TBRA,Tobira Therapeutics Inc.,NYSE,Health Care,Major Pharmaceuticals
TCB,TCF Financial Corporation,NASDAQ,Finance,Major Banks
TCBI,Texas Capital Bancshares Inc.,NYSE,Finance,Major Banks
TCBIL,Texas Capital Bancshares Inc.,NYSE,Finance,Major Banks
TCBIP,Texas Capital Bancshares Inc.,NYSE,Finance,Major Banks
TCBIW,Texas Capital Bancshares Inc.,NYSE,Finance,Major Banks
TCBK,TriCo Bancshares,NYSE,Finance,Major Banks
TCCO,Technical Communications Corporation,NYSE,Technology,Radio And Television Broadcasting And Communications Equipment
TCFC,The Community Financial Corporation,NYSE,Finance,Major Banks
TCI,Transcontinental Realty Investors Inc.,NASDAQ,Consumer Services,Real Estate Investment Trusts
TCK,Teck Resources Ltd,NASDAQ,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
TCO,Taubman Centers Inc.,NASDAQ,Consumer Services,Real Estate Investment Trusts
TCON,TRACON Pharmaceuticals Inc.,NYSE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TCP,TC PipeLines LP,NASDAQ,Public Utilities,Natural Gas Distribution
TCPI,TCP International Holdings Ltd.,NASDAQ,Consumer Durables,Building Products
TCS,Container Store (The),NASDAQ,Consumer Services,Home Furnishings
TCX,Tucows Inc.,NYSE,Technology,EDP Services
TD,Toronto Dominion Bank (The),NASDAQ,Finance,Commercial Banks
TDA,Telephone and Data Systems Inc.,NASDAQ,Public Utilities,Telecommunications Equipment
TDC,Teradata Corporation,NASDAQ,Technology,Computer Manufacturing
TDE,Telephone and Data Systems Inc.,NASDAQ,Public Utilities,Telecommunications Equipment
TDG,Transdigm Group Incorporated,NASDAQ,Capital Goods,Military/Government/Technical
TDI,Telephone and Data Systems Inc.,NASDAQ,Public Utilities,Telecommunications Equipment
TDJ,Telephone and Data Systems Inc.,NASDAQ,Public Utilities,Telecommunications Equipment
TDOC,Teladoc Inc.,NASDAQ,Health Care,Medical/Nursing Services
TDS,Telephone and Data Systems Inc.,NASDAQ,Public Utilities,Telecommunications Equipment
TDW,Tidewater Inc.,NASDAQ,Consumer Services,Marine Transportation
TDY,Teledyne Technologies Incorporated,NASDAQ,Capital Goods,Industrial Machinery/Components
TE,TECO Energy Inc.,NASDAQ,Public Utilities,Electric Utilities: Central
TEAM,Atlassian Corporation Plc,NYSE,Technology,Computer Software: Prepackaged Software
TEAR,TearLab Corporation,NYSE,Health Care,Medical/Dental Instruments
TECD,Tech Data Corporation,NYSE,Technology,Retail: Computer Software & Peripheral Equipment
TECH,Bio-Techne Corp,NYSE,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TEDU,Tarena International Inc.,NYSE,Consumer Services,Other Consumer Services
TEF,Telefonica SA,NASDAQ,Public Utilities,Telecommunications Equipment
TEGP,Tallgrass Energy GP LP,NASDAQ,Public Utilities,Natural Gas Distribution
TEL,TE Connectivity Ltd.,NASDAQ,Consumer Non-Durables,Electronic Components
TEN,Tenneco Inc.,NASDAQ,Capital Goods,Auto Parts:O.E.M.
TENX,Tenax Therapeutics Inc.,NYSE,Health Care,Biotechnology: Commercial Physical & Biological Resarch
TEO,Telecom Argentina Stet - France Telecom S.A.,NASDAQ,Public Utilities,Telecommunications Equipment
TEP,Tallgrass Energy Partners LP,NASDAQ,Public Utilities,Natural Gas Distribution
TER,Teradyne Inc.,NASDAQ,Capital Goods,Electrical Products
TERP,TerraForm Power Inc.,NYSE,Public Utilities,Electric Utilities: Central
TESO,Tesco Corporation,NYSE,Energy,Metal Fabrications
TESS,TESSCO Technologies Incorporated,NYSE,Consumer Non-Durables,Electronic Components
TEVA,Teva Pharmaceutical Industries Limited,NASDAQ,Health Care,Major Pharmaceuticals
TEX,Terex Corporation,NASDAQ,Capital Goods,Construction/Ag Equipment/Trucks
TFG,Goldman Sachs Group Inc. (The),NASDAQ,Finance,Finance: Consumer Services
TFM,The Fresh Market Inc.,NYSE,Consumer Services,Food Chains
TFSC,1347 Capital Corp.,NYSE,Finance,Business Services
TFSCR,1347 Capital Corp.,NYSE,Finance,Business Services
TFSCU,1347 Capital Corp.,NYSE,Finance,Business Services
TFSCW,1347 Capital Corp.,NYSE,Finance,Business Services
TFSL,TFS Financial Corporation,NYSE,Finance,Savings Institutions
TFX,Teleflex Incorporated,NASDAQ,Health Care,Medical/Dental Instruments
TG,Tredegar Corporation,NASDAQ,Capital Goods,Metal Fabrications
TGA,Transglobe Energy Corp,NYSE,Energy,Oil & Gas Production
TGB,Taseko Mines Limited,AMEX,Basic Industries,Precious Metals
TGC,Tengasco Inc.,AMEX,Energy,Oil & Gas Production
TGD,Timmons Gold Corp,AMEX,Basic Industries,Precious Metals
TGEN,Tecogen Inc.,NYSE,Capital Goods,Industrial Machinery/Components
TGH,Textainer Group Holdings Limited,NASDAQ,Technology,Diversified Commercial Services
TGI,Triumph Group Inc.,NASDAQ,Capital Goods,Aerospace
TGLS,Tecnoglass Inc.,NYSE,Consumer Durables,Electronic Components
TGNA,TEGNA Inc.,NASDAQ,Consumer Services,Broadcasting
TGP,Teekay LNG Partners L.P.,NASDAQ,Consumer Services,Marine Transportation
TGS,Transportadora De Gas Sa Ord B,NASDAQ,Public Utilities,Natural Gas Distribution
TGT,Target Corporation,NASDAQ,Consumer Services,Department/Specialty Retail Stores
TGTX,TG Therapeutics Inc.,NYSE,Health Care,Major Pharmaceuticals
THC,Tenet Healthcare Corporation,NASDAQ,Health Care,Hospital/Nursing Management
THFF,First Financial Corporation Indiana,NYSE,Finance,Major Banks
THG,The Hanover Insurance Group Inc.,NASDAQ,Finance,Property-Casualty Insurers
THGA,The Hanover Insurance Group Inc.,NASDAQ,Finance,Property-Casualty Insurers
THLD,Threshold Pharmaceuticals Inc.,NYSE,Health Care,Major Pharmaceuticals
THM,International Tower Hill Mines Ltd,AMEX,Basic Industries,Precious Metals
THO,Thor Industries Inc.,NASDAQ,Consumer Non-Durables,Homebuilding
THR,Thermon Group Holdings Inc.,NASDAQ,Energy,Industrial Machinery/Components
THRM,Gentherm Inc,NYSE,Capital Goods,Auto Parts:O.E.M.
THS,Treehouse Foods Inc.,NASDAQ,Consumer Non-Durables,Packaged Foods
THST,Truett-Hurst Inc.,NYSE,Consumer Non-Durables,Beverages (Production/Distribution)
TI,Telecom Italia S.P.A.,NASDAQ,Consumer Services,Telecommunications Equipment
TIER,TIER REIT Inc.,NASDAQ,Consumer Services,Real Estate Investment Trusts
TIF,Tiffany & Co.,NASDAQ,Consumer Services,Consumer Specialties
TIK,Tel-Instrument Electronics Corp.,AMEX,Capital Goods,Electrical Products
TIL,Till Capital Ltd.,NYSE,Finance,Property-Casualty Insurers
TILE,Interface Inc.,NYSE,Consumer Durables,Home Furnishings
TIME,Time Inc.,NASDAQ,Consumer Services,Newspapers/Magazines
TINY,Harris & Harris Group Inc.,NYSE,Finance,Finance/Investors Services
